"SL No","Question Name","Rating","Tag","URL","Solved"
"1","Find a Peak Element II","2","Medium","https://leetcode.com/problems/find-a-peak-element-ii/","No"
"2","Count Sub Islands","2","Medium","https://leetcode.com/problems/count-sub-islands/","No"
"3","Minimum Absolute Difference Queries","2","Medium","https://leetcode.com/problems/minimum-absolute-difference-queries/","No"
"4","The Number of Full Rounds You Have Played","2","Medium","https://leetcode.com/problems/the-number-of-full-rounds-you-have-played/","No"
"5","Largest Odd Number in String","1","Easy","https://leetcode.com/problems/largest-odd-number-in-string/","No"
"6","Egg Drop With 2 Eggs and N Floors","2","Medium","https://leetcode.com/problems/egg-drop-with-2-eggs-and-n-floors/","Yes"
"7","The Earliest and Latest Rounds Where Players Compete","3","Hard","https://leetcode.com/problems/the-earliest-and-latest-rounds-where-players-compete/","No"
"8","Maximum Number of Removable Characters","2","Medium","https://leetcode.com/problems/maximum-number-of-removable-characters/","No"
"9","Merge Triplets to Form Target Triplet","2","Medium","https://leetcode.com/problems/merge-triplets-to-form-target-triplet/","No"
"10","Redistribute Characters to Make All Strings Equal","1","Easy","https://leetcode.com/problems/redistribute-characters-to-make-all-strings-equal/","No"
"11","Minimum Space Wasted From Packaging","3","Hard","https://leetcode.com/problems/minimum-space-wasted-from-packaging/","No"
"12","Minimum Number of Flips to Make the Binary String Alternating","2","Medium","https://leetcode.com/problems/minimum-number-of-flips-to-make-the-binary-string-alternating/","No"
"13","Reduction Operations to Make the Array Elements Equal","2","Medium","https://leetcode.com/problems/reduction-operations-to-make-the-array-elements-equal/","No"
"14","Determine Whether Matrix Can Be Obtained By Rotation","1","Easy","https://leetcode.com/problems/determine-whether-matrix-can-be-obtained-by-rotation/","No"
"15","Minimum Skips to Arrive at Meeting On Time","3","Hard","https://leetcode.com/problems/minimum-skips-to-arrive-at-meeting-on-time/","No"
"16","Process Tasks Using Servers","2","Medium","https://leetcode.com/problems/process-tasks-using-servers/","No"
"17","Maximum Value after Insertion","2","Medium","https://leetcode.com/problems/maximum-value-after-insertion/","No"
"18","Check if Word Equals Summation of Two Words","1","Easy","https://leetcode.com/problems/check-if-word-equals-summation-of-two-words/","No"
"19","Minimum Cost to Change the Final Value of Expression","3","Hard","https://leetcode.com/problems/minimum-cost-to-change-the-final-value-of-expression/","No"
"20","Find the Student that Will Replace the Chalk","2","Medium","https://leetcode.com/problems/find-the-student-that-will-replace-the-chalk/","No"
"21","Check if All the Integers in a Range Are Covered","1","Easy","https://leetcode.com/problems/check-if-all-the-integers-in-a-range-are-covered/","No"
"22","Stone Game VIII","3","Hard","https://leetcode.com/problems/stone-game-viii/","No"
"23","Jump Game VII","2","Medium","https://leetcode.com/problems/jump-game-vii/","No"
"24","Minimum Speed to Arrive on Time","2","Medium","https://leetcode.com/problems/minimum-speed-to-arrive-on-time/","No"
"25","Longer Contiguous Segments of Ones than Zeros","1","Easy","https://leetcode.com/problems/longer-contiguous-segments-of-ones-than-zeros/","No"
"26","Number of Ways to Rearrange Sticks With K Sticks Visible","3","Hard","https://leetcode.com/problems/number-of-ways-to-rearrange-sticks-with-k-sticks-visible/","No"
"27","Finding Pairs With a Certain Sum","2","Medium","https://leetcode.com/problems/finding-pairs-with-a-certain-sum/","No"
"28","Minimum Number of Swaps to Make the Binary String Alternating","2","Medium","https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-binary-string-alternating/","No"
"29","Sum of All Subset XOR Totals","1","Easy","https://leetcode.com/problems/sum-of-all-subset-xor-totals/","No"
"30","Get Biggest Three Rhombus Sums in a Grid","2","Medium","https://leetcode.com/problems/get-biggest-three-rhombus-sums-in-a-grid/","No"
"31","Minimum XOR Sum of Two Arrays","3","Hard","https://leetcode.com/problems/minimum-xor-sum-of-two-arrays/","No"
"32","Minimize Maximum Pair Sum in Array","2","Medium","https://leetcode.com/problems/minimize-maximum-pair-sum-in-array/","No"
"33","Substrings of Size Three with Distinct Characters","1","Easy","https://leetcode.com/problems/substrings-of-size-three-with-distinct-characters/","No"
"34","Largest Color Value in a Directed Graph","3","Hard","https://leetcode.com/problems/largest-color-value-in-a-directed-graph/","No"
"35","Maximum Subarray Min-Product","2","Medium","https://leetcode.com/problems/maximum-subarray-min-product/","No"
"36","Maximum Distance Between a Pair of Values","2","Medium","https://leetcode.com/problems/maximum-distance-between-a-pair-of-values/","No"
"37","Maximum Population Year","1","Easy","https://leetcode.com/problems/maximum-population-year/","No"
"38","Minimum Adjacent Swaps to Reach the Kth Smallest Number","2","Medium","https://leetcode.com/problems/minimum-adjacent-swaps-to-reach-the-kth-smallest-number/","No"
"39","Minimum Interval to Include Each Query","3","Hard","https://leetcode.com/problems/minimum-interval-to-include-each-query/","No"
"40","Splitting a String Into Descending Consecutive Values","2","Medium","https://leetcode.com/problems/splitting-a-string-into-descending-consecutive-values/","No"
"41","Minimum Distance to the Target Element","1","Easy","https://leetcode.com/problems/minimum-distance-to-the-target-element/","No"
"42","Rotating the Box","2","Medium","https://leetcode.com/problems/rotating-the-box/","No"
"43","Incremental Memory Leak","2","Medium","https://leetcode.com/problems/incremental-memory-leak/","No"
"44","Sorting the Sentence","1","Easy","https://leetcode.com/problems/sorting-the-sentence/","No"
"45","Maximum Building Height","3","Hard","https://leetcode.com/problems/maximum-building-height/","No"
"46","Longest Substring Of All Vowels in Order","2","Medium","https://leetcode.com/problems/longest-substring-of-all-vowels-in-order/","No"
"47","Frequency of the Most Frequent Element","2","Medium","https://leetcode.com/problems/frequency-of-the-most-frequent-element/","No"
"48","Sum of Digits in Base K","1","Easy","https://leetcode.com/problems/sum-of-digits-in-base-k/","No"
"49","Find XOR Sum of All Pairs Bitwise AND","3","Hard","https://leetcode.com/problems/find-xor-sum-of-all-pairs-bitwise-and/","No"
"50","Single-Threaded CPU","2","Medium","https://leetcode.com/problems/single-threaded-cpu/","No"
"51","Maximum Ice Cream Bars","2","Medium","https://leetcode.com/problems/maximum-ice-cream-bars/","No"
"52","Check if the Sentence Is Pangram","1","Easy","https://leetcode.com/problems/check-if-the-sentence-is-pangram/","No"
"53","Closest Room","3","Hard","https://leetcode.com/problems/closest-room/","No"
"54","Maximum Element After Decreasing and Rearranging","2","Medium","https://leetcode.com/problems/maximum-element-after-decreasing-and-rearranging/","No"
"55","Seat Reservation Manager","2","Medium","https://leetcode.com/problems/seat-reservation-manager/","No"
"56","Replace All Digits with Characters","1","Easy","https://leetcode.com/problems/replace-all-digits-with-characters/","No"
"57","Finding MK Average","3","Hard","https://leetcode.com/problems/finding-mk-average/","No"
"58","Minimum Sideway Jumps","2","Medium","https://leetcode.com/problems/minimum-sideway-jumps/","No"
"59","Find the Winner of the Circular Game","2","Medium","https://leetcode.com/problems/find-the-winner-of-the-circular-game/","No"
"60","Sign of the Product of an Array","1","Easy","https://leetcode.com/problems/sign-of-the-product-of-an-array/","No"
"61","Number of Different Subsequences GCDs","3","Hard","https://leetcode.com/problems/number-of-different-subsequences-gcds/","No"
"62","Minimum Absolute Sum Difference","2","Medium","https://leetcode.com/problems/minimum-absolute-sum-difference/","No"
"63","Finding the Users Active Minutes","2","Medium","https://leetcode.com/problems/finding-the-users-active-minutes/","Yes"
"64","Truncate Sentence","1","Easy","https://leetcode.com/problems/truncate-sentence/","No"
"65","Minimum Number of Operations to Make String Sorted","3","Hard","https://leetcode.com/problems/minimum-number-of-operations-to-make-string-sorted/","No"
"66","Maximum XOR for Each Query","2","Medium","https://leetcode.com/problems/maximum-xor-for-each-query/","No"
"67","Queries on Number of Points Inside a Circle","2","Medium","https://leetcode.com/problems/queries-on-number-of-points-inside-a-circle/","No"
"68","Minimum Operations to Make the Array Increasing","1","Easy","https://leetcode.com/problems/minimum-operations-to-make-the-array-increasing/","No"
"69","Maximize Number of Nice Divisors","3","Hard","https://leetcode.com/problems/maximize-number-of-nice-divisors/","No"
"70","Minimum Number of Operations to Reinitialize a Permutation","2","Medium","https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation/","No"
"71","Evaluate the Bracket Pairs of a String","2","Medium","https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string/","No"
"72","Number of Different Integers in a String","1","Easy","https://leetcode.com/problems/number-of-different-integers-in-a-string/","No"
"73","Maximum Number of Consecutive Values You Can Make","2","Medium","https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make/","No"
"74","Maximum Value at a Given Index in a Bounded Array","2","Medium","https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array/","No"
"75","Number of Orders in the Backlog","2","Medium","https://leetcode.com/problems/number-of-orders-in-the-backlog/","No"
"76","Maximum Ascending Subarray Sum","1","Easy","https://leetcode.com/problems/maximum-ascending-subarray-sum/","No"
"77","Count Nice Pairs in an Array","2","Medium","https://leetcode.com/problems/count-nice-pairs-in-an-array/","Yes"
"78","Maximum Number of Groups Getting Fresh Donuts","3","Hard","https://leetcode.com/problems/maximum-number-of-groups-getting-fresh-donuts/","No"
"79","Sentence Similarity III","2","Medium","https://leetcode.com/problems/sentence-similarity-iii/","No"
"80","Determine Color of a Chessboard Square","1","Easy","https://leetcode.com/problems/determine-color-of-a-chessboard-square/","No"
"81","Maximum Score of a Good Subarray","3","Hard","https://leetcode.com/problems/maximum-score-of-a-good-subarray/","No"
"82","Maximum Average Pass Ratio","2","Medium","https://leetcode.com/problems/maximum-average-pass-ratio/","No"
"83","Find Center of Star Graph","2","Medium","https://leetcode.com/problems/find-center-of-star-graph/","No"
"84","Check if One String Swap Can Make Strings Equal","1","Easy","https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal/","No"
"85","Make the XOR of All Segments Equal to Zero","3","Hard","https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero/","No"
"86","Number of Restricted Paths From First to Last Node","2","Medium","https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node/","No"
"87","Minimum Elements to Add to Form a Given Sum","2","Medium","https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum/","No"
"88","Check if Binary String Has at Most One Segment of Ones","1","Easy","https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones/","No"
"89","Count Pairs With XOR in a Range","3","Hard","https://leetcode.com/problems/count-pairs-with-xor-in-a-range/","No"
"90","Maximize Score After N Operations","3","Hard","https://leetcode.com/problems/maximize-score-after-n-operations/","No"
"91","Design Authentication Manager","2","Medium","https://leetcode.com/problems/design-authentication-manager/","No"
"92","Second Largest Digit in a String","1","Easy","https://leetcode.com/problems/second-largest-digit-in-a-string/","No"
"93","Car Fleet II","3","Hard","https://leetcode.com/problems/car-fleet-ii/","No"
"94","Equal Sum Arrays With Minimum Number of Operations","2","Medium","https://leetcode.com/problems/equal-sum-arrays-with-minimum-number-of-operations/","Yes"
"95","Closest Dessert Cost","2","Medium","https://leetcode.com/problems/closest-dessert-cost/","No"
"96","Count Items Matching a Rule","1","Easy","https://leetcode.com/problems/count-items-matching-a-rule/","No"
"97","Maximize Palindrome Length From Subsequences","3","Hard","https://leetcode.com/problems/maximize-palindrome-length-from-subsequences/","No"
"98","Maximum Score from Performing Multiplication Operations","2","Medium","https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations/","No"
"99","Minimum Number of Operations to Move All Balls to Each Box","2","Medium","https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box/","Yes"
"100","Merge Strings Alternately","1","Easy","https://leetcode.com/problems/merge-strings-alternately/","No"
"101","Count Pairs Of Nodes","3","Hard","https://leetcode.com/problems/count-pairs-of-nodes/","No"
"102","Sum of Beauty of All Substrings","2","Medium","https://leetcode.com/problems/sum-of-beauty-of-all-substrings/","Yes"
"103","Check if Number is a Sum of Powers of Three","2","Medium","https://leetcode.com/problems/check-if-number-is-a-sum-of-powers-of-three/","No"
"104","Find Nearest Point That Has the Same X or Y Coordinate","1","Easy","https://leetcode.com/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate/","No"
"105","Minimum Degree of a Connected Trio in a Graph","3","Hard","https://leetcode.com/problems/minimum-degree-of-a-connected-trio-in-a-graph/","No"
"106","Minimum Limit of Balls in a Bag","2","Medium","https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag/","No"
"107","Count Number of Homogenous Substrings","2","Medium","https://leetcode.com/problems/count-number-of-homogenous-substrings/","No"
"108","Minimum Changes To Make Alternating Binary String","1","Easy","https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string/","No"
"109","Closest Subsequence Sum","3","Hard","https://leetcode.com/problems/closest-subsequence-sum/","No"
"110","Largest Merge Of Two Strings","2","Medium","https://leetcode.com/problems/largest-merge-of-two-strings/","No"
"111","Maximum Score From Removing Stones","2","Medium","https://leetcode.com/problems/maximum-score-from-removing-stones/","No"
"112","Check if Array Is Sorted and Rotated","1","Easy","https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/","No"
"113","Map of Highest Peak","2","Medium","https://leetcode.com/problems/map-of-highest-peak/","No"
"114","Tree of Coprimes","3","Hard","https://leetcode.com/problems/tree-of-coprimes/","No"
"115","Form Array by Concatenating Subarrays of Another Array","2","Medium","https://leetcode.com/problems/form-array-by-concatenating-subarrays-of-another-array/","No"
"116","Longest Nice Substring","1","Easy","https://leetcode.com/problems/longest-nice-substring/","No"
"117","Can You Eat Your Favorite Candy on Your Favorite Day?","2","Medium","https://leetcode.com/problems/can-you-eat-your-favorite-candy-on-your-favorite-day/","No"
"118","Palindrome Partitioning IV","3","Hard","https://leetcode.com/problems/palindrome-partitioning-iv/","No"
"119","Restore the Array From Adjacent Pairs","2","Medium","https://leetcode.com/problems/restore-the-array-from-adjacent-pairs/","No"
"120","Building Boxes","3","Hard","https://leetcode.com/problems/building-boxes/","No"
"121","Find Kth Largest XOR Coordinate Value","2","Medium","https://leetcode.com/problems/find-kth-largest-xor-coordinate-value/","No"
"122","Change Minimum Characters to Satisfy One of Three Conditions","2","Medium","https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions/","No"
"123","Latest Time by Replacing Hidden Digits","1","Easy","https://leetcode.com/problems/latest-time-by-replacing-hidden-digits/","No"
"124","Maximum Number of Events That Can Be Attended II","3","Hard","https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii/","No"
"125","Minimum Length of String After Deleting Similar Ends","2","Medium","https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends/","No"
"126","Maximum Absolute Sum of Any Subarray","2","Medium","https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray/","No"
"127","Sum of Unique Elements","1","Easy","https://leetcode.com/problems/sum-of-unique-elements/","No"
"128","Largest Submatrix With Rearrangements","2","Medium","https://leetcode.com/problems/largest-submatrix-with-rearrangements/","No"
"129","Maximum Number of Balls in a Box","1","Easy","https://leetcode.com/problems/maximum-number-of-balls-in-a-box/","No"
"130","Number Of Rectangles That Can Form The Largest Square","1","Easy","https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square/","No"
"131","Minimize Hamming Distance After Swap Operations","2","Medium","https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations/","No"
"132","Decode XORed Array","1","Easy","https://leetcode.com/problems/decode-xored-array/","No"
"133","Count Ways to Make Array With Product","3","Hard","https://leetcode.com/problems/count-ways-to-make-array-with-product/","No"
"134","Decode XORed Permutation","2","Medium","https://leetcode.com/problems/decode-xored-permutation/","No"
"135","Minimum Number of People to Teach","2","Medium","https://leetcode.com/problems/minimum-number-of-people-to-teach/","No"
"136","Find the Highest Altitude","1","Easy","https://leetcode.com/problems/find-the-highest-altitude/","No"
"137","Minimum Operations to Make a Subsequence","3","Hard","https://leetcode.com/problems/minimum-operations-to-make-a-subsequence/","No"
"138","Ways to Split Array Into Three Subarrays","2","Medium","https://leetcode.com/problems/ways-to-split-array-into-three-subarrays/","No"
"139","Count Good Meals","2","Medium","https://leetcode.com/problems/count-good-meals/","Yes"
"140","Maximum Units on a Truck","1","Easy","https://leetcode.com/problems/maximum-units-on-a-truck/","No"
"141","Maximum XOR With an Element From Array","3","Hard","https://leetcode.com/problems/maximum-xor-with-an-element-from-array/","No"
"142","Find Minimum Time to Finish All Jobs","3","Hard","https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs/","No"
"143","Maximum Number of Eaten Apples","2","Medium","https://leetcode.com/problems/maximum-number-of-eaten-apples/","Yes"
"144","Determine if String Halves Are Alike","1","Easy","https://leetcode.com/problems/determine-if-string-halves-are-alike/","No"
"145","Number Of Ways To Reconstruct A Tree","3","Hard","https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree/","No"
"146","Construct the Lexicographically Largest Valid Sequence","2","Medium","https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence/","No"
"147","Maximum Score From Removing Substrings","2","Medium","https://leetcode.com/problems/maximum-score-from-removing-substrings/","No"
"148","Calculate Money in Leetcode Bank","1","Easy","https://leetcode.com/problems/calculate-money-in-leetcode-bank/","No"
"149","Checking Existence of Edge Length Limited Paths","3","Hard","https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths/","No"
"150","Jump Game VI","2","Medium","https://leetcode.com/problems/jump-game-vi/","No"
"151","Maximum Erasure Value","2","Medium","https://leetcode.com/problems/maximum-erasure-value/","No"
"152","Reformat Phone Number","1","Easy","https://leetcode.com/problems/reformat-phone-number/","No"
"153","Stone Game VII","2","Medium","https://leetcode.com/problems/stone-game-vii/","No"
"154","Partitioning Into Minimum Number Of Deci-Binary Numbers","2","Medium","https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers/","Yes"
"155","Count of Matches in Tournament","1","Easy","https://leetcode.com/problems/count-of-matches-in-tournament/","No"
"156","Minimum Adjacent Swaps for K Consecutive Ones","3","Hard","https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones/","No"
"157","Maximum Binary String After Change","2","Medium","https://leetcode.com/problems/maximum-binary-string-after-change/","No"
"158","Average Waiting Time","2","Medium","https://leetcode.com/problems/average-waiting-time/","No"
"159","Number of Students Unable to Eat Lunch","1","Easy","https://leetcode.com/problems/number-of-students-unable-to-eat-lunch/","No"
"160","Concatenation of Consecutive Binary Numbers","2","Medium","https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers/","No"
"161","Minimum Incompatibility","3","Hard","https://leetcode.com/problems/minimum-incompatibility/","No"
"162","Max Number of K-Sum Pairs","2","Medium","https://leetcode.com/problems/max-number-of-k-sum-pairs/","Yes"
"163","Goal Parser Interpretation","1","Easy","https://leetcode.com/problems/goal-parser-interpretation/","No"
"164","Minimize Deviation in Array","3","Hard","https://leetcode.com/problems/minimize-deviation-in-array/","No"
"165","Minimum Moves to Make Array Complementary","2","Medium","https://leetcode.com/problems/minimum-moves-to-make-array-complementary/","No"
"166","Find the Most Competitive Subsequence","2","Medium","https://leetcode.com/problems/find-the-most-competitive-subsequence/","No"
"167","Richest Customer Wealth","1","Easy","https://leetcode.com/problems/richest-customer-wealth/","No"
"168","Delivering Boxes from Storage to Ports","3","Hard","https://leetcode.com/problems/delivering-boxes-from-storage-to-ports/","No"
"169","Stone Game VI","2","Medium","https://leetcode.com/problems/stone-game-vi/","No"
"170","Sum of Absolute Differences in a Sorted Array","2","Medium","https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array/","No"
"171","Count the Number of Consistent Strings","1","Easy","https://leetcode.com/problems/count-the-number-of-consistent-strings/","No"
"172","Minimum Initial Energy to Finish Tasks","3","Hard","https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks/","No"
"173","Ways to Make a Fair Array","2","Medium","https://leetcode.com/problems/ways-to-make-a-fair-array/","No"
"174","Smallest String With A Given Numeric Value","2","Medium","https://leetcode.com/problems/smallest-string-with-a-given-numeric-value/","No"
"175","Check If Two String Arrays are Equivalent","1","Easy","https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/","No"
"176","Maximize Grid Happiness","3","Hard","https://leetcode.com/problems/maximize-grid-happiness/","No"
"177","Determine if Two Strings Are Close","2","Medium","https://leetcode.com/problems/determine-if-two-strings-are-close/","No"
"178","Minimum Operations to Reduce X to Zero","2","Medium","https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/","No"
"179","Design an Ordered Stream","1","Easy","https://leetcode.com/problems/design-an-ordered-stream/","No"
"180","Create Sorted Array through Instructions","3","Hard","https://leetcode.com/problems/create-sorted-array-through-instructions/","No"
"181","Sell Diminishing-Valued Colored Balls","2","Medium","https://leetcode.com/problems/sell-diminishing-valued-colored-balls/","No"
"182","Minimum Deletions to Make Character Frequencies Unique","2","Medium","https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/","No"
"183","Get Maximum in Generated Array","1","Easy","https://leetcode.com/problems/get-maximum-in-generated-array/","No"
